Serial,Event,&quot;Governorate&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
6650,ACCIDENT,Abyan,17/10/2022,0,0,0
6648,ACCIDENT,Abyan,17/10/2022,0,0,0
6647,ACCIDENT,Al Dhale'e,17/10/2022,0,0,0
6646,ACCIDENT,Al Dhale'e,17/10/2022,0,0,0
6644,ACCIDENT,Lahj,17/10/2022,0,0,0
6643,ACCIDENT,Lahj,17/10/2022,0,0,0
6641,ACCIDENT,Aden,13/10/2022,0,0,0
6640,EPIDEMIC,Aden,14/10/2022,5,0,0
6639,ACCIDENT,Aden,17/10/2022,0,0,0
6637,ACCIDENT,Aden,17/10/2022,0,0,0
6636,ACCIDENT,Taizz,17/10/2022,0,0,0
6635,ACCIDENT,Taizz,16/10/2022,0,0,0
6633,ACCIDENT,Taizz,16/10/2022,0,0,0
6632,EPIDEMIC,Taizz,15/10/2022,8,0,0
6631,EPIDEMIC,Taizz,15/10/2022,25,0,0
6630,ACCIDENT,Taizz,15/10/2022,0,0,0
6629,ACCIDENT,Taizz,14/10/2022,0,0,0
6628,EPIDEMIC,Taizz,14/10/2022,20,0,0
6627,EPIDEMIC,Taizz,14/10/2022,18,0,0
6627,EPIDEMIC,Taizz,14/10/2022,0,0,0
6627,EPIDEMIC,Taizz,14/10/2022,18,0,0
6626,EPIDEMIC,Taizz,13/10/2022,22,0,0
6625,EXPLOSION,Abyan,14/10/2022,0,0,0
6624,EPIDEMIC,Taizz,11/10/2022,6,0,0
6623,EPIDEMIC,Abyan,12/10/2022,3,0,0
6622,EPIDEMIC,Abyan,12/10/2022,8,0,0
6621,EPIDEMIC,Taizz,13/10/2022,20,0,0
6620,EPIDEMIC,Taizz,05/10/2022,15,0,0
6619,EPIDEMIC,Taizz,08/10/2022,9,0,0
6618,EPIDEMIC,Taizz,10/10/2022,12,0,0
6616,EPIDEMIC,Taizz,13/10/2022,8,0,0
6615,ACCIDENT,Shabwah,13/10/2022,0,0,0
6613,ACCIDENT,Al Dhale'e,12/10/2022,0,0,0
6612,ACCIDENT,Aden,12/10/2022,2,0,0
6611,ACCIDENT,Aden,12/10/2022,0,0,0
6610,ACCIDENT,Aden,12/10/2022,0,0,0
6609,ACCIDENT,Taizz,12/10/2022,0,0,0
6608,ACCIDENT,Taizz,12/10/2022,0,0,0
6607,war,Taizz,12/10/2022,0,0,0
6606,ACCIDENT,Lahj,12/10/2022,0,0,0
6605,ACCIDENT,Lahj,12/10/2022,0,0,0
6604,gunshot,Al Dhale'e,12/10/2022,0,0,0
6604,gunshot,Al Dhale'e,12/10/2022,0,0,0
6604,gunshot,Al Dhale'e,12/10/2022,0,0,0
6603,ACCIDENT,Al Dhale'e,12/10/2022,0,0,0
6602,war,Al Dhale'e,12/10/2022,0,0,0
6601,ACCIDENT,Shabwah,12/10/2022,0,0,0
6600,ACCIDENT,Shabwah,12/10/2022,0,0,0
6599,ACCIDENT,Marib,12/10/2022,0,0,0
6598,ACCIDENT,Marib,12/10/2022,0,0,0
6597,war,Marib,12/10/2022,0,0,0
6596,ACCIDENT,Hadramaut,12/10/2022,0,0,0
6596,ACCIDENT,Hadramaut,12/10/2022,0,0,0
6596,ACCIDENT,Hadramaut,12/10/2022,0,0,0
6595,ACCIDENT,Al Maharah,12/10/2022,0,0,0
6594,ACCIDENT,Al Maharah,12/10/2022,0,0,0
6593,ACCIDENT,Socotra,12/10/2022,0,0,0
6593,ACCIDENT,Socotra,12/10/2022,0,0,0
6593,ACCIDENT,Socotra,12/10/2022,0,0,0
6592,ACCIDENT,Socotra,12/10/2022,0,0,0
6591,ACCIDENT,Socotra,12/10/2022,0,0,0
6590,ACCIDENT,Abyan,10/10/2022,0,0,0
6589,ACCIDENT,Abyan,09/10/2022,0,0,0
6588,ACCIDENT,Abyan,09/10/2022,0,0,0
6586,ACCIDENT,Abyan,09/10/2022,0,0,0
6585,ACCIDENT,Abyan,09/10/2022,0,0,0
6585,ACCIDENT,Abyan,09/10/2022,0,0,0
6584,EXPLOSION,Abyan,09/10/2022,0,0,0
6583,EXPLOSION,Abyan,08/10/2022,0,0,0
6580,ACCIDENT,Aden,05/10/2022,0,0,0
6579,Sinking,Aden,04/10/2022,0,0,0
6579,Sinking,Aden,04/10/2022,0,0,0
6579,Sinking,Aden,04/10/2022,0,0,0
6578,ACCIDENT,Aden,01/10/2022,0,0,0
6577,ACCIDENT,Marib,09/08/2022,0,0,0
6576,ACCIDENT,Marib,01/10/2022,0,0,0
6575,EPIDEMIC,Marib,09/10/2022,4,0,0
6574,EPIDEMIC,Marib,09/10/2022,4,0,0
6574,EPIDEMIC,Marib,09/10/2022,0,0,0
6573,EPIDEMIC,Marib,07/09/2022,1,0,0
6573,EPIDEMIC,Marib,07/09/2022,0,0,0
6572,ACCIDENT,Marib,07/10/2022,0,0,0
6571,ACCIDENT,Marib,07/10/2022,0,0,0
6571,ACCIDENT,Marib,07/10/2022,0,0,0
6570,ACCIDENT,Marib,06/10/2022,0,0,0
6569,ACCIDENT,Marib,06/10/2022,0,0,0
6568,ACCIDENT,Abyan,07/10/2022,0,0,0
6567,ACCIDENT,Taizz,07/10/2022,0,0,0
6566,ACCIDENT,Taizz,07/10/2022,0,0,0
6566,ACCIDENT,Taizz,07/10/2022,0,0,0
6564,ACCIDENT,Shabwah,06/10/2022,0,0,0
6563,ACCIDENT,Shabwah,06/10/2022,0,0,0
6563,ACCIDENT,Shabwah,06/10/2022,0,0,0
6563,ACCIDENT,Shabwah,06/10/2022,0,0,0
6562,ACCIDENT,Shabwah,06/10/2022,0,0,0
6561,ACCIDENT,Al Dhale'e,06/10/2022,0,0,0
6560,ACCIDENT,Lahj,06/10/2022,0,0,0
6560,ACCIDENT,Lahj,06/10/2022,0,0,0
6559,ACCIDENT,Socotra,06/10/2022,0,0,0
6558,ACCIDENT,Lahj,06/10/2022,0,0,0
6557,fall into a well,Taizz,06/10/2022,0,0,0
6556,ACCIDENT,Taizz,06/10/2022,0,0,0
6555,EPIDEMIC,Al Dhale'e,06/10/2022,5,0,0
6555,EPIDEMIC,Al Dhale'e,06/10/2022,0,0,0
6554,EPIDEMIC,Al Dhale'e,06/10/2022,3,0,0
6553,FLOOD,Taizz,06/10/2022,2,0,0
6552,EPIDEMIC,Taizz,06/10/2022,9,0,0
6551,EPIDEMIC,Taizz,06/10/2022,0,0,0
6550,EPIDEMIC,Abyan,06/10/2022,8,0,0
6549,EPIDEMIC,Abyan,06/10/2022,1,0,0
6548,EPIDEMIC,Abyan,06/10/2022,1,0,0
6547,EXPLOSION,Taizz,07/10/2022,0,0,0
6546,ACCIDENT,Al Dhale'e,07/10/2022,0,0,0
6545,EXPLOSION,Lahj,06/10/2022,0,0,0
6544,EXPLOSION,Taizz,06/10/2022,0,0,0
6542,ACCIDENT,Al Maharah,04/10/2022,0,0,0
6541,ACCIDENT,Hadramaut,04/10/2022,0,0,0
6539,ACCIDENT,Socotra,04/10/2022,0,0,0
6538,ACCIDENT,Al Dhale'e,04/10/2022,0,0,0
6537,armed conflict,Taizz,04/10/2022,0,0,0
6536,ACCIDENT,Taizz,04/10/2022,0,0,0
6535,ACCIDENT,Taizz,04/10/2022,0,0,0
6534,RAINS,Taizz,04/10/2022,0,0,0
6534,RAINS,Taizz,04/10/2022,0,0,0
6533,ACCIDENT,Abyan,04/10/2022,0,0,0
6533,ACCIDENT,Abyan,04/10/2022,0,0,0
6532,ACCIDENT,Abyan,04/10/2022,0,0,0
6531,ACCIDENT,Abyan,04/10/2022,0,0,0
6530,ACCIDENT,Abyan,04/10/2022,0,0,0
6530,ACCIDENT,Abyan,04/10/2022,0,0,0
6529,ACCIDENT,Abyan,04/10/2022,0,0,0
6529,ACCIDENT,Abyan,04/10/2022,0,0,0
6528,ACCIDENT,Lahj,03/10/2022,0,0,0
6528,ACCIDENT,Lahj,03/10/2022,0,0,0
6527,ACCIDENT,Al Maharah,03/10/2022,0,0,0
6527,ACCIDENT,Al Maharah,03/10/2022,0,0,0
6526,ACCIDENT,Hadramaut,03/10/2022,0,0,0
6525,ACCIDENT,Socotra,03/10/2022,0,0,0
6523,ACCIDENT,Socotra,03/10/2022,0,0,0
6523,ACCIDENT,Socotra,03/10/2022,0,0,0
6522,ACCIDENT,Socotra,03/10/2022,0,0,0
6521,ACCIDENT,Abyan,03/10/2022,0,0,0
6521,ACCIDENT,Abyan,03/10/2022,0,0,0
6521,ACCIDENT,Abyan,03/10/2022,0,0,0
6520,FLOOD,Abyan,03/10/2022,0,0,0
6520,FLOOD,Abyan,03/10/2022,0,0,0
6520,FLOOD,Abyan,03/10/2022,0,0,0
6520,FLOOD,Abyan,03/10/2022,0,0,0
6519,ACCIDENT,Abyan,03/10/2022,0,0,0
6519,ACCIDENT,Abyan,03/10/2022,1,0,0
6518,ACCIDENT,Taizz,03/10/2022,1,0,0
6517,EPIDEMIC,Taizz,03/10/2022,3,0,0
6516,EPIDEMIC,Taizz,03/10/2022,3,0,0
6516,EPIDEMIC,Taizz,03/10/2022,3,0,0
6515,EPIDEMIC,Taizz,03/10/2022,7,0,0
6514,ACCIDENT,Abyan,02/10/2022,0,0,0
6513,gunshot,Abyan,02/10/2022,0,0,0
6513,gunshot,Abyan,02/10/2022,0,0,0
6513,gunshot,Abyan,02/10/2022,0,0,0
6512,ACCIDENT,Abyan,02/10/2022,0,0,0
6511,gunshot,Abyan,02/10/2022,0,0,0
6510,FLOOD,Abyan,02/10/2022,0,0,0
6509,EPIDEMIC,Abyan,02/10/2022,16,0,0
6508,EPIDEMIC,Abyan,02/10/2022,2,0,0
6507,EPIDEMIC,Abyan,02/10/2022,1,0,0
6506,FLOOD,Abyan,02/10/2022,5,0,0
6506,FLOOD,Abyan,02/10/2022,0,0,0
6503,EXPLOSION,Taizz,02/10/2022,0,0,0
6502,EPIDEMIC,Abyan,04/07/2022,5,0,0
6502,EPIDEMIC,Abyan,04/07/2022,0,0,0
6500,EPIDEMIC,Abyan,04/07/2022,1,0,0
6498,EPIDEMIC,Abyan,04/07/2022,5,0,0
6497,ACCIDENT,Abyan,04/07/2022,0,0,0
6496,ACCIDENT,Abyan,04/07/2022,0,0,0
6494,ACCIDENT,Abyan,04/07/2022,0,0,0
6493,ACCIDENT,Abyan,04/07/2022,0,0,0
6491,ACCIDENT,Abyan,04/07/2022,0,0,0
6491,ACCIDENT,Abyan,04/07/2022,0,0,0
6489,EXPLOSION,Abyan,01/10/2022,0,0,0
6489,EXPLOSION,Abyan,01/10/2022,0,0,0
6488,ACCIDENT,Abyan,01/10/2022,0,0,0
6488,ACCIDENT,Abyan,01/10/2022,0,0,0
6487,gunshot,Abyan,01/10/2022,0,0,0
6486,ACCIDENT,Abyan,01/10/2022,0,0,0
6486,ACCIDENT,Abyan,01/10/2022,0,0,0
6484,gunshot,Taizz,01/10/2022,0,0,0
6483,EPIDEMIC,Abyan,01/10/2022,2,0,0
6482,EPIDEMIC,Abyan,01/10/2022,11,0,0
6481,EPIDEMIC,Abyan,01/10/2022,4,0,0
6480,gunshot,Abyan,30/09/2022,0,0,0
6479,ACCIDENT,Abyan,30/09/2022,0,0,0
6479,ACCIDENT,Abyan,30/09/2022,0,0,0
6478,ACCIDENT,Abyan,30/09/2022,0,0,0
6477,EPIDEMIC,Abyan,30/09/2022,5,0,0
6475,EPIDEMIC,Abyan,30/09/2022,1,0,0
6473,EPIDEMIC,Abyan,30/09/2022,1,0,0
6472,gunshot,Al Dhale'e,29/09/2022,0,0,0
6471,gunshot,Al Dhale'e,29/09/2022,0,0,0
6470,ACCIDENT,Abyan,02/07/2022,0,0,0
6469,ACCIDENT,Abyan,02/07/2022,0,0,0
6469,ACCIDENT,Abyan,02/07/2022,0,0,0
6469,ACCIDENT,Abyan,02/07/2022,0,0,0
6469,ACCIDENT,Abyan,02/07/2022,0,0,0
6468,ACCIDENT,Abyan,02/07/2022,0,0,0
6468,ACCIDENT,Abyan,02/07/2022,0,0,0
6467,ACCIDENT,Abyan,02/07/2022,0,0,0
6466,EPIDEMIC,Abyan,01/07/2022,0,0,0
6464,ACCIDENT,Abyan,01/07/2022,0,0,0
6464,ACCIDENT,Abyan,01/07/2022,0,0,0
6463,ACCIDENT,Abyan,01/07/2022,0,0,0
6463,ACCIDENT,Abyan,01/07/2022,0,0,0
6462,gunshot,Abyan,01/07/2022,0,0,0
6462,gunshot,Abyan,01/07/2022,0,0,0
6461,ACCIDENT,Abyan,01/07/2022,0,0,0
6460,ACCIDENT,Abyan,01/07/2022,0,0,0
6460,ACCIDENT,Abyan,01/07/2022,0,0,0
6460,ACCIDENT,Abyan,01/07/2022,0,0,0
6459,EXPLOSION,Taizz,25/09/2022,0,0,0
6458,ACCIDENT,Abyan,29/06/2022,0,0,0
6454,ACCIDENT,Abyan,29/06/2022,0,0,0
6453,gunshot,Abyan,29/06/2022,0,0,0
6452,ACCIDENT,Abyan,29/06/2022,0,0,0
6451,ACCIDENT,Abyan,29/06/2022,0,0,0
6450,ACCIDENT,Abyan,29/06/2022,0,0,0
6449,ACCIDENT,Abyan,29/06/2022,0,0,0
6448,ACCIDENT,Abyan,29/06/2022,0,0,0
6447,ACCIDENT,Abyan,29/06/2022,0,0,0
6446,ACCIDENT,Abyan,28/06/2022,0,0,0
6446,ACCIDENT,Abyan,28/06/2022,0,0,0
6446,ACCIDENT,Abyan,28/06/2022,0,0,0
6446,ACCIDENT,Abyan,28/06/2022,0,0,0
6445,ACCIDENT,Abyan,28/06/2022,0,0,0
6445,ACCIDENT,Abyan,28/06/2022,0,0,0
6445,ACCIDENT,Abyan,28/06/2022,0,0,0
6444,ACCIDENT,Abyan,28/06/2022,0,0,0
6444,ACCIDENT,Abyan,28/06/2022,0,0,0
6443,ACCIDENT,Abyan,27/06/2022,0,0,0
6442,ACCIDENT,Abyan,26/06/2022,0,0,0
6441,ACCIDENT,Abyan,27/06/2022,0,0,0
6441,ACCIDENT,Abyan,27/06/2022,0,0,0
6440,ACCIDENT,Abyan,26/06/2022,0,0,0
6439,ACCIDENT,Abyan,26/06/2022,0,0,0
6438,ACCIDENT,Abyan,26/06/2022,0,0,0
6437,ACCIDENT,Abyan,25/06/2022,0,0,0
6435,ACCIDENT,Abyan,25/06/2022,0,0,0
6435,ACCIDENT,Abyan,25/06/2022,0,0,0
6433,ACCIDENT,Abyan,25/06/2022,0,0,0
6432,EXPLOSION,Abyan,24/06/2022,0,0,0
6429,ACCIDENT,Abyan,09/08/2022,0,0,0
6428,ACCIDENT,Abyan,05/08/2022,0,0,0
6427,ACCIDENT,Taizz,25/09/2022,0,0,0
6427,ACCIDENT,Taizz,25/09/2022,0,0,0
6427,ACCIDENT,Taizz,25/09/2022,0,0,0
6426,EXPLOSION,Taizz,25/09/2022,0,0,0
6424,armed conflict,Taizz,20/09/2022,0,0,0
6423,Sinking,Lahj,18/09/2022,0,0,0
6422,gunshot,Taizz,15/09/2022,0,0,0
6422,gunshot,Taizz,15/09/2022,0,0,0
6421,gunshot,Taizz,14/09/2022,0,0,0
6420,gunshot,Taizz,14/09/2022,0,0,0
6419,gunshot,Taizz,14/09/2022,0,0,0
6418,ACCIDENT,Taizz,14/09/2022,0,0,0
6417,gunshot,Al Dhale'e,14/09/2022,0,0,0
6416,THUNDER STORM,Lahj,13/09/2022,0,0,0
6415,ACCIDENT,Taizz,09/09/2022,0,0,0
6409,projectile,Taizz,09/09/2022,0,0,0
6408,rock collapse,Taizz,06/09/2022,0,0,0
6406,rock collapse,Taizz,06/09/2022,0,0,0
6404,THUNDER STORM,Taizz,04/09/2022,0,0,0
6404,THUNDER STORM,Taizz,04/09/2022,0,0,0
6403,Sinking,Al Dhale'e,03/09/2022,0,0,0
6402,EXPLOSION,Lahj,01/09/2022,0,0,0
6402,EXPLOSION,Lahj,01/09/2022,0,0,0
6401,ACCIDENT,Al Dhale'e,01/09/2022,0,0,0
6400,ACCIDENT,Taizz,01/09/2022,0,0,0
6398,gunshot,Al Dhale'e,31/08/2022,0,0,0
6396,gunshot,Taizz,27/08/2022,0,0,0
6394,gunshot,Taizz,27/08/2022,0,0,0
6393,EXPLOSION,Taizz,24/08/2022,0,0,0
6392,ACCIDENT,Taizz,24/08/2022,0,0,0
6390,gunshot,Taizz,22/08/2022,0,0,0
6389,gunshot,Taizz,22/08/2022,0,0,0
6388,ACCIDENT,Taizz,22/08/2022,0,0,0
6386,gunshot,Taizz,21/08/2022,0,0,0
6385,gunshot,Taizz,20/08/2022,0,0,0
6384,Sinking,Lahj,19/08/2022,0,0,0
6383,ACCIDENT,Lahj,17/08/2022,0,0,0
6382,gunshot,Taizz,15/08/2022,0,0,0
6382,gunshot,Taizz,15/08/2022,0,0,0
6381,gunshot,Taizz,12/08/2022,0,0,0
6381,gunshot,Taizz,12/08/2022,0,0,0
6381,gunshot,Taizz,12/08/2022,0,0,0
6380,gunshot,Taizz,11/08/2022,0,0,0
6380,gunshot,Taizz,11/08/2022,0,0,0
6379,Sinking,Al Dhale'e,11/08/2022,0,0,0
6378,STORM,Al Dhale'e,11/08/2022,0,0,0
6377,EXPLOSION,Taizz,11/08/2022,0,0,0
6377,EXPLOSION,Taizz,11/08/2022,0,0,0
6376,gunshot,Taizz,09/08/2022,0,0,0
6375,gunshot,Taizz,03/08/2022,0,0,0
6374,armed conflict,Taizz,03/08/2022,0,0,0
6373,RAINS,Hadramaut,02/08/2022,0,0,0
6372,gunshot,Taizz,31/07/2022,0,0,0
6371,RAINS,Lahj,28/07/2022,0,0,0
6370,RAINS,Al Dhale'e,28/07/2022,0,0,0
6370,RAINS,Al Dhale'e,28/07/2022,0,0,0
6370,RAINS,Al Dhale'e,28/07/2022,0,0,0
6369,armed conflict,Taizz,28/07/2022,0,0,0
6368,projectile,Taizz,27/07/2022,0,0,0
6366,gunshot,Taizz,26/07/2022,0,0,0
6365,ACCIDENT,Taizz,27/07/2022,0,0,0
6364,gunshot,Taizz,26/07/2022,0,0,0
6364,gunshot,Taizz,26/07/2022,0,0,0
6364,gunshot,Taizz,26/07/2022,0,0,0
6363,gunshot,Taizz,26/07/2022,0,0,0
6363,gunshot,Taizz,26/07/2022,0,0,0
6361,ACCIDENT,Taizz,26/07/2022,0,0,0
6360,EPIDEMIC,Hadramaut,01/07/2022,1,0,0
6358,armed conflict,Taizz,24/07/2022,0,0,0
6356,projectile,Taizz,23/07/2022,0,0,0
6354,fall into a well,Taizz,23/07/2022,0,0,0
6352,RAINS,Shabwah,22/09/2022,0,0,0
6350,projectile,Taizz,23/07/2022,0,0,0
6349,EXPLOSION,Taizz,21/07/2022,0,0,0
6348,armed conflict,Taizz,21/07/2022,0,0,0
6347,armed conflict,Taizz,21/07/2022,0,0,0
6346,gunshot,Al Dhale'e,21/07/2022,0,0,0
6345,RAINS,Hadramaut,20/07/2022,0,0,0
6344,armed conflict,Taizz,20/07/2022,0,0,0
6343,ACCIDENT,Taizz,19/07/2022,0,0,0
6342,ACCIDENT,Hadramaut,17/07/2022,0,0,0
6341,ACCIDENT,Taizz,17/07/2022,0,0,0
6340,ACCIDENT,Taizz,16/07/2022,0,0,0
6340,ACCIDENT,Taizz,16/07/2022,0,0,0
6340,ACCIDENT,Taizz,16/07/2022,0,0,0
6339,projectile,Taizz,16/07/2022,0,0,0
6339,projectile,Taizz,16/07/2022,0,0,0
6337,armed conflict,Taizz,16/07/2022,0,0,0
6337,armed conflict,Taizz,16/07/2022,0,0,0
6336,EXPLOSION,Al Dhale'e,16/07/2022,0,0,0
6335,EXPLOSION,Taizz,15/07/2022,0,0,0
6335,EXPLOSION,Taizz,15/07/2022,0,0,0
6334,ACCIDENT,Taizz,13/07/2022,0,0,0
6334,ACCIDENT,Taizz,13/07/2022,0,0,0
6333,ACCIDENT,Taizz,13/07/2022,0,0,0
6332,ACCIDENT,Taizz,07/07/2022,0,0,0
6332,ACCIDENT,Taizz,07/07/2022,0,0,0
6331,ACCIDENT,Taizz,07/07/2022,0,0,0
6331,ACCIDENT,Taizz,07/07/2022,0,0,0
6330,ACCIDENT,Taizz,07/07/2022,0,0,0
6329,armed conflict,Taizz,07/07/2022,0,0,0
6328,EXPLOSION,Taizz,06/07/2022,0,0,0
6327,armed conflict,Taizz,06/07/2022,0,0,0
6326,armed conflict,Taizz,06/07/2022,0,0,0
6325,ACCIDENT,Taizz,02/07/2022,1,0,0
6324,ACCIDENT,Taizz,02/07/2022,0,0,0
6321,EXPLOSION,Taizz,02/07/2022,0,0,0
6320,projectile,Al Dhale'e,02/07/2022,4,0,0
6288,EPIDEMIC,Al Maharah,15/01/2022,0,0,0
6287,EPIDEMIC,Al Maharah,17/01/2022,0,0,0
6286,EPIDEMIC,Al Dhale'e,10/01/2022,0,0,0
6285,EPIDEMIC,Al Dhale'e,09/01/2022,0,0,0
6284,EPIDEMIC,Al Dhale'e,08/01/2022,0,0,0
6283,EPIDEMIC,Al Dhale'e,07/01/2022,0,0,0
6282,EPIDEMIC,Al Dhale'e,06/01/2022,0,0,0
6281,EPIDEMIC,Al Dhale'e,05/01/2022,0,0,0
6280,EPIDEMIC,Al Dhale'e,04/01/2022,0,0,0
6279,EPIDEMIC,Al Dhale'e,03/01/2022,0,0,0
6278,EPIDEMIC,Al Dhale'e,01/01/2022,0,0,0
6277,EPIDEMIC,Al Dhale'e,01/01/2022,0,0,0
6276,EPIDEMIC,Marib,31/01/2022,0,0,0
6275,EPIDEMIC,Marib,30/01/2022,0,0,0
6274,EPIDEMIC,Marib,29/01/2022,0,0,0
6273,EPIDEMIC,Marib,28/01/2022,0,0,0
6272,EPIDEMIC,Marib,27/01/2022,0,0,0
6271,EPIDEMIC,Marib,26/01/2022,0,0,0
6270,EPIDEMIC,Marib,25/01/2022,0,0,0
6269,EPIDEMIC,Marib,23/01/2022,0,0,0
6268,EPIDEMIC,Marib,19/01/2022,0,0,0
6267,EPIDEMIC,Marib,18/01/2022,0,0,0
6266,EPIDEMIC,Marib,17/01/2022,0,0,0
6265,EPIDEMIC,Shabwah,14/01/2022,0,0,0
6264,EPIDEMIC,Shabwah,13/01/2022,0,0,0
6263,EPIDEMIC,Shabwah,12/01/2022,0,0,0
6262,EPIDEMIC,Shabwah,10/01/2022,0,0,0
6261,EPIDEMIC,Shabwah,09/01/2022,0,0,0
6260,EPIDEMIC,Shabwah,08/01/2022,0,0,0
6259,EPIDEMIC,Shabwah,06/01/2022,0,0,0
6259,EPIDEMIC,Shabwah,06/01/2022,0,0,0
6258,FLOOD,Shabwah,05/01/2022,0,0,0
6257,EPIDEMIC,Shabwah,04/01/2022,0,0,0
6256,EPIDEMIC,Shabwah,03/01/2022,0,0,0
6255,EPIDEMIC,Shabwah,02/01/2022,0,0,0
6254,EPIDEMIC,Shabwah,01/01/2022,0,0,0
6253,EPIDEMIC,Lahj,17/01/2022,0,0,0
6252,EPIDEMIC,Lahj,16/01/2022,0,0,0
6251,EPIDEMIC,Lahj,15/01/2022,0,0,0
6250,EPIDEMIC,Taizz,09/01/2022,0,0,0
6249,EPIDEMIC,Abyan,09/01/2022,0,0,0
6241,FLOOD,Taizz,08/01/2022,0,0,0
6240,EPIDEMIC,Taizz,07/01/2022,0,0,0
6240,EPIDEMIC,Taizz,07/01/2022,0,0,0
6240,EPIDEMIC,Taizz,07/01/2022,0,0,0
6239,EPIDEMIC,Taizz,05/01/2022,0,0,0
6238,EPIDEMIC,Abyan,05/01/2022,0,0,0
6238,EPIDEMIC,Abyan,05/01/2022,0,0,0
6237,EPIDEMIC,Abyan,04/01/2022,0,0,0
6237,EPIDEMIC,Abyan,04/01/2022,0,0,0
6237,EPIDEMIC,Abyan,04/01/2022,0,0,0
6236,EPIDEMIC,Taizz,04/01/2022,0,0,0
6235,EPIDEMIC,Taizz,03/01/2022,0,0,0
6234,EPIDEMIC,Abyan,03/01/2022,0,0,0
6233,EPIDEMIC,Taizz,02/01/2022,0,0,0
6232,ACCIDENT,Lahj,02/01/2022,0,0,0
6230,ACCIDENT,Lahj,02/01/2022,0,0,0
6229,EPIDEMIC,Abyan,02/01/2022,0,0,0
6228,FIRE,Taizz,01/01/2022,0,0,0
6227,FIRE,Taizz,01/01/2022,0,0,0
6227,FIRE,Taizz,01/01/2022,0,0,0
6226,EPIDEMIC,Abyan,01/01/2022,0,0,0
6225,EPIDEMIC,Taizz,01/01/2022,0,0,0
6224,ACCIDENT,Abyan,18/03/2022,0,0,0
6223,ACCIDENT,Abyan,18/03/2022,0,0,0
6219,ACCIDENT,Abyan,18/03/2022,0,0,0
6218,EPIDEMIC,Hadramaut,16/01/2022,0,0,0
6217,EPIDEMIC,Hadramaut,16/01/2022,0,0,0
6216,EPIDEMIC,Hadramaut,16/01/2022,0,0,0
6216,EPIDEMIC,Hadramaut,16/01/2022,0,0,0
6213,EPIDEMIC,Shabwah,16/01/2022,0,0,0
6212,EPIDEMIC,Abyan,16/01/2022,0,0,0
6211,EPIDEMIC,Taizz,16/01/2022,0,0,0
6210,EPIDEMIC,Al Dhale'e,16/01/2022,0,0,0
6209,EPIDEMIC,Lahj,16/01/2022,0,0,0
6208,EPIDEMIC,Aden,16/01/2022,0,0,0
6207,EPIDEMIC,Al Maharah,15/01/2022,0,0,0
6206,EPIDEMIC,Hadramaut,15/01/2022,0,0,0
6206,EPIDEMIC,Hadramaut,15/01/2022,0,0,0
6205,EPIDEMIC,Shabwah,15/01/2022,0,0,0
6204,EPIDEMIC,Taizz,15/01/2022,0,0,0
6201,EPIDEMIC,Aden,15/01/2022,0,0,0
6201,EPIDEMIC,,15/01/2022,0,0,0
6201,EPIDEMIC,,15/01/2022,0,0,0
6201,EPIDEMIC,,15/01/2022,0,0,0
6200,EPIDEMIC,,17/01/2022,0,0,0
6198,EPIDEMIC,Hadramaut,15/01/2022,0,0,0
6196,EPIDEMIC,Lahj,20/10/2021,0,0,0
6195,EPIDEMIC,Abyan,20/10/2021,0,0,0
6194,EPIDEMIC,Aden,20/10/2021,0,0,0
6178,ACCIDENT,Taizz,11/03/2022,0,0,0
6177,Asphyxia,Taizz,11/03/2022,0,0,0
6175,FIRE,Taizz,13/03/2022,0,0,0
6175,FIRE,Taizz,13/03/2022,0,0,0
6174,EXPLOSION,Abyan,15/03/2022,0,0,0
2113,LIQUEFACTION,Taizz,25/06/2008,0,0,0
2112,THUNDER STORM,Hajjah,25/07/2007,0,0,0
2111,THUNDER STORM,Hajjah,26/07/2007,0,0,0
2110,LIQUEFACTION,Dhamar,08/07/2007,0,0,0
2109,LIQUEFACTION,Dhamar,09/07/2007,0,0,0
2108,LIQUEFACTION,Dhamar,10/05/2007,0,0,0
2107,LIQUEFACTION,Hadramaut,22/03/2007,0,0,0
2106,BIOLOGICAL,Sana'a,2007/0/0,0,0,0
2105,BIOLOGICAL,Dhamar,2007/0/0,0,0,0
2104,BIOLOGICAL,Amanat Al Asimah,2007/0/0,0,0,0
2103,LANDSLIDE,Taizz,15/11/2006,0,237,0
2102,LANDSLIDE,Taizz,11/12/2006,0,0,0
2596,BIOLOGICAL,Sana'a,2006/0/0,0,0,0
2587,EARTHQUAKE,Hadramaut,23/06/2005,0,0,0
2586,THUNDER STORM,Hajjah,16/08/2005,0,0,0
2585,RAINS,Taizz,14/08/2005,0,0,0
2583,RAINS,Taizz,06/08/2005,0,0,0
2582,THUNDER STORM,Amran,06/08/2005,10,0,0
2581,THUNDER STORM,Al Mahwit,06/08/2005,0,0,0
2580,THUNDER STORM,Hajjah,06/08/2005,0,0,0
2579,THUNDER STORM,Sa'adah,2005/8/0,0,0,0
2578,THUNDER STORM,Al Mahwit,17/09/2005,0,0,0
2577,THUNDER STORM,Lahj,2005/8/0,0,0,0
2576,THUNDER STORM,Ibb,2005/8/0,0,0,0
2575,THUNDER STORM,Hajjah,2005/8/0,0,0,0
2574,STORM,Al Maharah,01/09/2005,0,0,0
